6.3	0.34	0.19	5.8	0.041	22	145	0.9943	3.15	0.63	9.9	5
5.8	0.29	0.05	0.8	0.038	11	30	0.9924	3.36	0.35	9.2	5
5.6	0.29	0.05	0.8	0.038	11	30	0.9924	3.36	0.35	9.2	5
6.3	0.27	0.23	2.9	0.047	13	100	0.9936	3.28	0.43	9.8	5
5.4	0.595	0.1	2.8	0.042	26	80	0.9932	3.36	0.38	9.3	5
6.5	0.25	0.35	12	0.055	47	179	0.998	3.58	0.47	10	5
6.1	0.36	0.58	15	0.044	42	115	0.9978	3.15	0.51	9	5
6.4	0.26	0.43	12.6	0.033	64	230	0.9974	3.08	0.38	8.9	5
5.9	0.29	0.33	7.4	0.037	58	205	0.99495	3.26	0.41	9.6	5
6.2	0.28	0.43	13	0.039	64	233	0.99745	3.08	0.38	8.9	5
6.1	0.27	0.44	6.7	0.041	61	230	0.99505	3.12	0.4	8.9	5
6.4	0.43	0.32	1.4	0.048	10	67	0.992	3.08	0.41	11.4	5
6.1	0.36	0.58	15	0.044	42	115	0.9978	3.15	0.51	9	5
6.2	0.34	0.28	7.5	0.034	40	197	0.99485	3.14	0.6	9.7	5
8.2	0.345	1	18.2	0.047	55	205	0.99965	2.96	0.43	9.6	5
8.5	0.16	0.35	1.6	0.039	24	147	0.9935	2.96	0.36	10	5
7.3	0.25	0.39	6.4	0.034	8	84	0.9942	3.18	0.46	11.5	5
7.6	0.345	0.26	1.9	0.043	15	134	0.9936	3.08	0.38	9.5	5
8.2	0.23	0.37	1.3	0.042	39	117	0.9928	2.99	0.36	10	5
7.6	0.345	0.26	1.9	0.043	15	134	0.9936	3.08	0.38	9.5	5
7.5	0.32	0.26	1.8	0.042	13	133	0.9938	3.07	0.38	9.5	5
8.3	0.23	0.43	3.2	0.035	14	101	0.9928	3.15	0.36	11.5	5
7.6	0.3	0.25	4.3	0.054	22	111	0.9956	3.12	0.49	9.2	5
6.5	0.14	0.33	7.6	0.05	53	189	0.9966	3.25	0.49	8.6	5
6	0.2	0.71	1.6	0.15	10	54	0.9927	3.12	0.47	9.8	5
6.9	0.19	0.33	1.6	0.043	63	149	0.9925	3.44	0.52	10.8	5
6.9	0.19	0.33	1.6	0.043	63	149	0.9925	3.44	0.52	10.8	5
6.5	0.25	0.27	15.2	0.049	75	217	0.9972	3.19	0.39	9.9	5
6	0.26	0.34	1.3	0.046	6	29	0.9924	3.29	0.63	10.4	5
6.4	0.28	0.41	6.8	0.045	61	216	0.9952	3.09	0.46	9.4	5
5.1	0.52	0.06	2.7	0.052	30	79	0.9932	3.32	0.43	9.3	5
6.2	0.25	0.47	11.6	0.048	62	210	0.9968	3.19	0.5	9.5	5
6.1	0.16	0.27	12.6	0.064	63	162	0.9994	3.66	0.43	8.9	5
7.6	0.39	0.22	2.8	0.036	19	113	0.9926	3.03	0.29	10.2	5
6.8	0.37	0.47	11.2	0.071	44	136	0.9968	2.98	0.88	9.2	5
7.5	0.17	0.37	1.5	0.06	18	75	0.9936	3.54	0.88	10.7	5
7.1	0.47	0.24	6	0.044	11	77	0.9956	3.21	0.56	9.7	5
7.5	0.17	0.34	1.4	0.035	13	102	0.9918	3.05	0.74	11	5
7.7	0.275	0.3	1	0.039	19	75	0.992	3.01	0.56	10.7	5
7.5	0.33	0.48	19.45	0.048	55	243	1.001	2.95	0.4	8.8	5
7.3	0.15	0.4	2	0.05	24	92	0.9932	3.14	0.45	10.5	5
6.5	0.19	0.1	1.3	0.046	23	107	0.9937	3.29	0.45	10	5
7	0.31	0.52	1.7	0.029	5	61	0.9918	3.07	0.43	10.4	5
8.3	0.4	0.38	1.1	0.038	15	75	0.9934	3.03	0.43	9.2	5
7.3	0.24	0.34	7.5	0.048	29	152	0.9962	3.1	0.54	9	5
7.6	0.29	0.42	1.3	0.035	18	86	0.9908	2.99	0.39	11.3	5
7	0.31	0.52	1.7	0.029	5	61	0.9918	3.07	0.43	10.4	5
8.6	0.26	0.41	2.2	0.049	29	111	0.9941	2.96	0.44	10	5
7.2	0.51	0.24	10	0.093	35	197	0.9981	3.41	0.47	9	5
7	0.21	0.28	7.5	0.07	45	185	0.9966	3.34	0.55	9.4	5
6.7	0.26	0.26	4	0.079	35.5	216	0.9956	3.31	0.68	9.5	5
6.7	0.26	0.26	4.1	0.073	36	202	0.9956	3.3	0.67	9.5	5
8.3	0.22	0.38	14.8	0.054	32	126	1.0002	3.22	0.5	9.7	5
8.3	0.22	0.38	14.8	0.054	32	126	1.0002	3.22	0.5	9.7	5
7.7	0.34	0.3	8	0.048	25	192	0.9951	2.97	0.47	10.9	5
7.8	0.26	0.44	1.3	0.037	43	132	0.9944	3.18	0.65	10	5
6.5	0.26	0.34	16.3	0.051	56	197	1.0004	3.49	0.42	9.8	5
7.3	0.31	0.69	10.2	0.041	58	160	0.9977	3.06	0.45	8.6	5
7.4	0.24	0.31	8.4	0.045	52	183	0.9963	3.09	0.32	8.8	5
6.3	0.16	0.4	1.6	0.033	59	148	0.9914	3.44	0.53	11.4	5
7.9	0.29	0.39	6.7	0.036	6	117	0.9938	3.12	0.42	10.7	5
7.3	0.31	0.69	10.2	0.041	58	160	0.9977	3.06	0.45	8.6	5
7.4	0.18	0.4	1.6	0.047	22	102	0.9937	3.28	0.44	10.7	5
5.9	0.415	0.13	1.4	0.04	11	64	0.9922	3.29	0.52	10.5	5
8.1	0.45	0.34	8.3	0.037	33	216	0.9976	3.31	0.64	9.7	5
5.8	0.415	0.13	1.4	0.04	11	64	0.9922	3.29	0.52	10.5	5
6.4	0.5	0.16	12.9	0.042	26	138	0.9974	3.28	0.33	9	5
9.8	0.36	0.45	1.6	0.042	11	124	0.9944	2.93	0.46	10.8	5
9.6	0.23	0.4	1.5	0.044	19	135	0.9937	2.96	0.49	10.9	5
5.7	0.1	0.27	1.3	0.047	21	100	0.9928	3.27	0.46	9.5	5
6.8	0.39	0.31	14.35	0.043	28	162	0.9988	3.17	0.54	9.1	5
8.7	0.22	0.42	2.3	0.053	27	114	0.994	2.99	0.43	10	5
7.4	0.41	0.34	4.7	0.042	19	127	0.9953	3.25	0.42	10.4	5
9.2	0.28	0.46	3.2	0.058	39	133	0.996	3.14	0.58	9.5	5
9	0.31	0.49	6.9	0.034	26	91	0.9937	2.99	0.34	11.5	5
9.3	0.34	0.49	7.3	0.052	30	146	0.998	3.17	0.61	10.2	5
9.2	0.28	0.46	3.2	0.058	39	133	0.996	3.14	0.58	9.5	5
7.2	0.24	0.3	1.6	0.048	27	131	0.9933	3.25	0.45	10.5	5
7.2	0.25	0.32	1.5	0.047	27	132	0.9933	3.26	0.44	10.5	5
6.8	0.32	0.18	7.5	0.041	71	223	0.9959	3.14	0.41	8.9	5
9.1	0.27	0.32	1.1	0.031	15	151	0.9936	3.03	0.41	10.6	5
8.9	0.34	0.32	1.3	0.041	12	188	0.9953	3.17	0.49	9.5	5
6.7	0.25	0.23	7.2	0.038	61	220	0.9952	3.14	0.35	9.5	5
6.9	0.32	0.17	7.6	0.042	69	219	0.9959	3.13	0.4	8.9	5
6.8	0.32	0.18	7.5	0.041	71	223	0.9959	3.14	0.41	8.9	5
6	0.24	0.32	6.3	0.03	34	129	0.9946	3.52	0.41	10.4	5
6.1	0.45	0.27	0.8	0.039	13	82	0.9927	3.23	0.32	9.5	5
7.2	0.2	0.38	1	0.037	21	74	0.9918	3.21	0.37	11	5
8.2	0.61	0.45	5.4	0.03	15	118	0.9954	3.14	0.34	9.6	5
7.4	0.22	0.33	2	0.045	31	101	0.9931	3.42	0.55	11.4	5
6.4	0.25	0.41	8.6	0.042	57	173	0.9965	3	0.44	9.1	5
9.8	0.44	0.4	2.8	0.036	35	167	0.9956	2.97	0.39	9.2	5
7.2	0.2	0.25	4.5	0.044	31	109	0.9949	3.23	0.36	9.4	5
8.2	0.61	0.45	5.4	0.03	15	118	0.9954	3.14	0.34	9.6	5
7.4	0.22	0.33	2	0.045	31	101	0.9931	3.42	0.55	11.4	5
6.5	0.41	0.64	11.8	0.065	65	225	0.9978	3.12	0.51	8.9	5
6.6	0.28	0.41	7	0.046	59	194	0.99558	3.14	0.48	9.4	5
6.6	0.28	0.41	7	0.046	59	194	0.99558	3.14	0.48	9.4	5
6.6	0.28	0.42	8.2	0.044	60	196	0.99562	3.14	0.48	9.4	5
6.5	0.25	0.5	7.6	0.047	54	184	0.99572	3.17	0.45	9.2	5
7.8	0.25	0.37	1	0.043	10	80	0.99128	3.08	0.38	11.4	5
5.1	0.21	0.28	1.4	0.047	48	148	0.99168	3.5	0.49	10.4	5
7.5	0.29	0.36	15.7	0.05	29	124	0.9968	3.06	0.54	10.4	5
6.6	0.17	0.28	1.8	0.042	62	178	0.99204	3.15	0.42	10.2	5
6.4	0.24	0.29	1	0.038	18	122	0.9906	3.3	0.42	11.5	5
6.5	0.26	0.32	6.65	0.059	34	104	0.99254	3.18	0.42	11.1	5
5.9	0.19	0.21	1.7	0.045	57	135	0.99341	3.32	0.44	9.5	5
7.6	0.36	0.49	11.3	0.046	87	221	0.9984	3.01	0.43	9.2	5
7.6	0.36	0.49	11.3	0.046	87	221	0.9984	3.01	0.43	9.2	5
6.5	0.25	0.45	7.8	0.048	52	188	0.99576	3.2	0.53	9.1	5
6.6	0.26	0.46	7.8	0.047	48	186	0.9958	3.2	0.54	9.1	5
6.1	0.33	0.32	7.8	0.052	52	183	0.99657	3.39	0.65	9.5	5
8.8	0.19	0.3	5	0.028	34	120	0.99242	2.94	0.47	11.2	5
8.8	0.27	0.25	5	0.024	52	99	0.9925	2.87	0.49	11.4	5
6.1	0.33	0.32	7.8	0.052	52	183	0.99657	3.39	0.65	9.5	5
7.6	0.28	0.49	20.15	0.06	30	145	1.00196	3.01	0.44	8.5	5
7.1	0.18	0.39	14.5	0.051	48	156	0.99947	3.35	0.78	9.1	5
7.1	0.18	0.39	14.5	0.051	48	156	0.99947	3.35	0.78	9.1	5
7.8	0.29	0.29	3.15	0.044	41	117	0.99153	3.24	0.35	11.5	5
6.7	0.4	0.22	8.8	0.052	24	113	0.99576	3.22	0.45	9.4	5
6.7	0.3	0.44	18.5	0.057	65	224	0.99956	3.11	0.53	9.1	5
6.7	0.4	0.22	8.8	0.052	24	113	0.99576	3.22	0.45	9.4	5
6.8	0.17	0.32	1.4	0.04	35	106	0.99026	3.16	0.66	12	5
7.1	0.25	0.28	1.2	0.04	31	111	0.99174	3.18	0.53	11.1	5
6.7	0.3	0.44	18.75	0.057	65	224	0.99956	3.11	0.53	9.1	5
8	0.24	0.48	6.8	0.047	13	134	0.99616	3.23	0.7	10	5
6.6	0.26	0.36	1.2	0.035	43	126	0.99094	3.01	0.63	11.4	6
6.5	0.21	0.35	5.7	0.043	47	197	0.99392	3.24	0.5	10.1	6
6.8	0.29	0.22	3.4	0.035	40	122	0.99024	3.09	0.47	12.3	6
7.1	0.43	0.25	2.8	0.036	43	132	0.98975	3.21	0.47	13.4	6
6.6	0.25	0.25	1.3	0.04	28	85	0.98984	2.87	0.48	11.2	6
6.6	0.33	0.41	2	0.027	14	79	0.99063	3.27	0.63	12.4	6
7.3	0.17	0.36	8.2	0.028	44	111	0.99272	3.14	0.41	12.4	6
7.3	0.17	0.36	8.2	0.028	44	111	0.99272	3.14	0.41	12.4	6
6.6	0.285	0.49	11.4	0.035	57	137	0.99732	3.08	0.54	8.9	6
5.7	0.21	0.37	4.5	0.04	58	140	0.99332	3.29	0.62	10.6	6
6.5	0.25	0.32	9.9	0.045	41	128	0.99636	3.18	0.52	9.6	6
6.6	0.285	0.49	11.4	0.035	57	137	0.99732	3.08	0.54	8.9	6
5.6	0.27	0.37	0.9	0.025	11	49	0.98845	3.29	0.33	13.1	6
6.8	0.32	0.33	0.7	0.027	15	66	0.9899	3.11	0.31	11.8	6
6.5	0.33	0.32	1	0.041	39	120	0.99004	3.06	0.37	12.2	6
6	0.24	0.34	1	0.036	52	184	0.99097	3.44	0.44	11.45	6
6.7	0.16	0.32	12.5	0.035	18	156	0.99666	2.88	0.36	9	6
6.7	0.16	0.32	12.5	0.035	18	156	0.99666	2.88	0.36	9	6
6.7	0.16	0.32	12.5	0.035	18	156	0.99666	2.88	0.36	9	6
6.7	0.16	0.32	12.5	0.035	18	156	0.99666	2.88	0.36	9	6
6.7	0.16	0.32	12.5	0.035	18	156	0.99666	2.88	0.36	9	6
6.1	0.15	0.4	1.2	0.03	19	84	0.98926	3.19	0.96	13	6
7	0.27	0.74	1.3	0.173	34	121	0.99334	3.04	0.46	9.2	6
6.4	0.69	0.09	7.6	0.044	34	144	0.9948	3.26	0.38	10.1	6
6.4	0.69	0.09	7.6	0.044	34	144	0.9948	3.26	0.38	10.1	6
6.3	0.36	0.5	8.3	0.053	51	202	0.9955	3.2	0.51	9.6	6
5.7	0.27	0.16	9	0.053	32	111	0.99474	3.36	0.37	10.4	6
5.6	0.205	0.16	12.55	0.051	31	115	0.99564	3.4	0.38	10.8	6
7.2	0.33	0.28	1.4	0.034	26	109	0.99246	3.28	0.57	10.6	6
5.9	0.21	0.31	1.8	0.033	45	142	0.98984	3.35	0.5	12.7	6
5.4	0.205	0.16	12.55	0.051	31	115	0.99564	3.4	0.38	10.8	6
5.7	0.27	0.16	9	0.053	32	111	0.99474	3.36	0.37	10.4	6
6.4	0.28	0.28	3	0.04	19	98	0.99216	3.25	0.47	11.1	6
6.7	0.15	0.32	7.9	0.034	17	81	0.99512	3.29	0.31	10	6
5.5	0.315	0.38	2.6	0.033	10	69	0.9909	3.12	0.59	10.8	6
4.8	0.225	0.38	1.2	0.074	47	130	0.99132	3.31	0.4	10.3	6
5.2	0.24	0.15	7.1	0.043	32	134	0.99378	3.24	0.48	9.9	6
6.7	0.15	0.32	7.9	0.034	17	81	0.99512	3.29	0.31	10	6
6.1	0.32	0.33	10.7	0.036	27	98	0.99521	3.34	0.52	10.2	6
6	0.25	0.28	7.7	0.053	37	132	0.99489	3.06	0.5	9.4	6
6.4	0.42	0.46	8.4	0.05	58	180	0.99495	3.18	0.46	9.7	6
6.1	0.32	0.33	10.7	0.036	27	98	0.99521	3.34	0.52	10.2	6
6.9	0.31	0.33	12.7	0.038	33	116	0.9954	3.04	0.65	10.4	6
6.3	0.48	0.48	1.8	0.035	35	96	0.99121	3.49	0.74	12.2	6
6	0.25	0.28	7.7	0.053	37	132	0.99489	3.06	0.5	9.4	6
7.2	0.21	0.31	10.5	0.035	36	122	0.99478	3.12	0.4	10.6	6
5.3	0.31	0.38	10.5	0.031	53	140	0.99321	3.34	0.46	11.7	6
5.3	0.31	0.38	10.5	0.031	53	140	0.99321	3.34	0.46	11.7	6
5.2	0.185	0.22	1	0.03	47	123	0.99218	3.55	0.44	10.15	6
5.5	0.16	0.31	1.2	0.026	31	68	0.9898	3.33	0.44	11.63333333	6
6	0.17	0.36	1.7	0.042	14	61	0.99144	3.22	0.54	10.8	6
6	0.16	0.36	1.6	0.042	13	61	0.99143	3.22	0.54	10.8	6
5.5	0.3	0.25	1.9	0.029	33	118	0.98972	3.36	0.66	12.5	6
5.5	0.16	0.31	1.2	0.026	31	68	0.9898	3.33	0.44	11.65	6
6.1	0.27	0.31	3.9	0.034	42	137	0.99218	3.24	0.46	10.9	6
6	0.27	0.32	3.6	0.035	36	133	0.99215	3.23	0.46	10.8	6
6.3	0.23	0.5	10.4	0.043	61	132	0.99542	2.86	0.46	9.1	6
5.6	0.26	0.5	11.4	0.029	25	93	0.99428	3.23	0.49	10.5	6
6.2	0.35	0.25	18.4	0.051	28	182	0.99946	3.13	0.62	9.3	6
7.3	0.36	0.62	7.1	0.033	48	185	0.99472	3.14	0.62	10.6	6
5.5	0.16	0.26	1.5	0.032	35	100	0.99076	3.43	0.77	12	6
6.4	0.19	0.35	10.2	0.043	40	106	0.99632	3.16	0.5	9.7	6
6.6	0.29	0.73	2.2	0.027	21	92	0.99	3.12	0.48	12.4	6
6.5	0.2	0.35	3.9	0.04	27	140	0.99102	2.98	0.53	11.8	6
6.6	0.17	0.26	7.4	0.052	45	128	0.99388	3.16	0.37	10	6
6.6	0.17	0.26	7.4	0.052	45	128	0.99388	3.16	0.37	10	6
6.2	0.15	0.27	11	0.035	46	116	0.99602	3.12	0.38	9.1	6
5.9	0.26	0.29	5.4	0.046	34	116	0.99224	3.24	0.41	11.4	6
6.8	0.27	0.3	13	0.047	69	160	0.99705	3.16	0.5	9.6	6
6.8	0.27	0.3	13	0.047	69	160	0.99705	3.16	0.5	9.6	6
6.8	0.27	0.3	13	0.047	69	160	0.99705	3.16	0.5	9.6	6
6.8	0.27	0.3	13	0.047	69	160	0.99705	3.16	0.5	9.6	6
5	0.27	0.4	1.2	0.076	42	124	0.99204	3.32	0.47	10.1	6
5.8	0.27	0.4	1.2	0.076	47	130	0.99185	3.13	0.45	10.3	6
5.9	0.27	0.32	2	0.034	31	102	0.98952	3.16	0.56	12.3	6
5.8	0.315	0.19	19.4	0.031	28	106	0.99704	2.97	0.4	10.55	6
6.7	0.3	0.5	12.1	0.045	38	127	0.9974	3.04	0.53	8.9	6
6.7	0.3	0.5	12.1	0.045	38	127	0.9974	3.04	0.53	8.9	6
5.5	0.62	0.33	1.7	0.037	24	118	0.98758	3.15	0.39	13.55	6
6.2	0.3	0.42	2.2	0.036	28	128	0.9901	3.13	0.38	11.6	6
6.7	0.3	0.5	12.1	0.045	38	127	0.9974	3.04	0.53	8.9	6
4.7	0.785	0	3.4	0.036	23	134	0.98981	3.53	0.92	13.8	6
6	0.31	0.32	7.4	0.175	47	159	0.9952	3.19	0.5	9.4	6
5.7	0.33	0.32	1.4	0.043	28	93	0.9897	3.31	0.5	12.3	6
6.2	0.26	0.2	8	0.047	35	111	0.99445	3.11	0.42	10.4	6
5.1	0.26	0.34	6.4	0.034	26	99	0.99449	3.23	0.41	9.2	6
6.6	0.28	0.09	10.9	0.051	37	131	0.99566	2.93	0.62	9.5	6
6	0.17	0.3	7.3	0.039	39	104	0.99252	2.91	0.57	11	6
6	0.26	0.24	1.3	0.053	66	150	0.9924	3.21	0.62	10.4	6
7	0.17	0.42	1	0.075	19	71	0.99103	3.32	0.62	11.4	6
5.7	0.4	0.35	5.1	0.026	17	113	0.99052	3.18	0.67	12.4	6
6.1	0.41	0.2	12.6	0.032	54	136	0.99516	2.91	0.43	10.6	6
5.8	0.385	0.25	3.7	0.031	38	122	0.99128	3.2	0.63	11.2	6
6	0.27	0.4	1.7	0.021	18	82	0.9891	3.24	0.95	13.13333333	6
5.7	0.4	0.35	5.1	0.026	17	113	0.99052	3.18	0.67	12.4	6
7	0.24	0.47	1.3	0.043	18	131	0.99176	3.19	0.45	11	6
6.8	0.23	0.48	1.5	0.036	35	165	0.99162	3.18	0.45	11.3	6
6	0.34	0.29	6.1	0.046	29	134	0.99462	3.48	0.57	10.7	6
6	0.34	0.29	6.1	0.046	29	134	0.99462	3.48	0.57	10.7	6
6.7	0.22	0.33	1.2	0.036	36	86	0.99058	3.1	0.76	11.4	6
5.8	0.29	0.27	1.6	0.062	17	140	0.99138	3.23	0.35	11.1	6
5.8	0.38	0.26	1.1	0.058	20	140	0.99271	3.27	0.43	9.7	6
5.6	0.33	0.28	1.2	0.031	33	97	0.99126	3.49	0.58	10.9	6
5.6	0.295	0.26	1.1	0.035	40	102	0.99154	3.47	0.56	10.6	6
6.5	0.28	0.38	7.8	0.031	54	216	0.99154	3.03	0.42	13.1	6
5.3	0.275	0.24	7.4	0.038	28	114	0.99313	3.38	0.51	11	6
5.7	0.22	0.25	1.1	0.05	97	175	0.99099	3.44	0.62	11.1	6
6.2	0.28	0.57	1	0.043	50	92	0.99004	3.17	0.36	11.5	6
4.8	0.29	0.23	1.1	0.044	38	180	0.98924	3.28	0.34	11.9	6
5.1	0.3	0.3	2.3	0.048	40	150	0.98944	3.29	0.46	12.2	6
7	0.36	0.35	2.5	0.048	67	161	0.99146	3.05	0.56	11.1	6
7	0.36	0.35	2.5	0.048	67	161	0.99146	3.05	0.56	11.1	6
6.2	0.35	0.29	3.9	0.041	22	79	0.99005	3.1	0.59	12.06666667	6
7.1	0.23	0.39	13.7	0.058	26	172	0.99755	2.9	0.46	9	6
7.1	0.23	0.39	13.7	0.058	26	172	0.99755	2.9	0.46	9	6
7.5	0.38	0.33	9.2	0.043	19	116	0.99444	3.08	0.42	11.4	6
6	0.43	0.34	7.6	0.045	25	118	0.99222	3.03	0.37	11	6
6	0.52	0.33	7.7	0.046	24	119	0.99224	3.04	0.38	11	6
5.5	0.31	0.29	3	0.027	16	102	0.99067	3.23	0.56	11.2	6
5.9	0.22	0.3	1.3	0.052	42	86	0.99069	3.31	0.47	11.55	6
6.2	0.355	0.35	2	0.046	31	95	0.98822	3.06	0.46	13.6	6
5.7	0.41	0.21	1.9	0.048	30	112	0.99138	3.29	0.55	11.2	6
5.3	0.6	0.34	1.4	0.031	3	60	0.98854	3.27	0.38	13	6
5.8	0.23	0.31	4.5	0.046	42	124	0.99324	3.31	0.64	10.8	6
6.6	0.24	0.33	10.1	0.032	8	81	0.99626	3.19	0.51	9.8	6
5	0.2	0.4	1.9	0.015	20	98	0.9897	3.37	0.55	12.05	6
5.7	0.21	0.32	1.6	0.03	33	122	0.99044	3.33	0.52	11.9	6
5.6	0.2	0.36	2.5	0.048	16	125	0.99282	3.49	0.49	10	6
7.4	0.22	0.26	1.2	0.035	18	97	0.99245	3.12	0.41	9.7	6
6.6	0.34	0.4	8.1	0.046	68	170	0.99494	3.15	0.5	9.533333333	6
6.6	0.34	0.4	8.1	0.046	68	170	0.99494	3.15	0.5	9.533333333	6
